name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,score
Jessica Martinez,01567 Lara Trace Apt. 598,West Nicholas,20629,480.267.6027,"Editor, film/video",1,253.18,0,1,Surburban,0,Multichannel,Discount,0,1.0794184553809454
Richard Miller,434 Pierce Lights,East Lisa,85240,(814)907-7231,Soil scientist,2,156.4,0,1,Surburban,0,Web,Discount,0,0.6363221095012439
Mary Lang,535 Dunn Lake Suite 216,Julianland,26058,792.812.5927,"Clinical scientist, histocompatibility and immunogenetics",2,196.93,0,1,Rural,1,Web,Buy One Get One,0,1.3239364588154012
Lori Bradshaw,65872 Moore Lane,Jillville,03196,(260)282-4127x5464,"Scientist, clinical (histocompatibility and immunogenetics)",4,557.47,1,0,Urban,1,Web,No Offer,0,0.6653420405189054
Zachary Barrera,877 Hunter Drive,Port Susan,38582,+1-309-454-1849x72322,Financial controller,12,177.66,1,0,Surburban,0,Phone,Buy One Get One,1,2.04829300021065
Nathan Walker,63344 Rodriguez Skyway Suite 802,Clarkmouth,29993,856-381-5424x290,"Presenter, broadcasting",9,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,0.9466205972053083
Kristen Johnson,138 Denise Flats Suite 735,Davidchester,89956,+1-998-445-6457x713,"Conservator, furniture",11,140.07,0,1,Urban,1,Web,Discount,0,0.6334358117408395
Christopher White,25668 Kennedy Run Apt. 372,Millertown,93622,+1-284-692-3217x912,Naval architect,10,168.04,1,0,Urban,0,Web,No Offer,0,0.8186419609792166
Stephen Brown,418 Ashlee Haven Suite 573,Brownborough,06508,3095377074,"Runner, broadcasting/film/video",5,173.65,1,0,Urban,0,Web,Buy One Get One,0,0.3299321816624592
Chris Holloway,24425 Garcia Ramp Suite 957,Sarahshire,47662,014.936.0084,Geographical information systems officer,4,164.7,1,0,Surburban,0,Phone,No Offer,0,0.8097147974524512
Jennifer Howard,900 Suarez Junction Apt. 772,Aguilarport,42625,(746)560-7360,Financial controller,2,57.53,1,0,Urban,1,Phone,No Offer,0,0.518690516978658
Mary Romero,49867 Karen Dale Apt. 726,Adamsbury,64707,138-470-0896x4724,Freight forwarder,10,29.99,1,0,Urban,0,Web,Buy One Get One,0,1.0351410562521104
Melissa Wilson,5060 Garcia Track,East Alexview,31260,701-898-7831x5439,"Engineer, control and instrumentation",3,188.19,1,0,Urban,0,Phone,Discount,1,2.2752634596518986
Charles Singleton,442 Sanders Brook,Ryanville,95797,+1-152-991-8419,Television/film/video producer,10,29.99,0,1,Surburban,0,Web,No Offer,1,1.9750547409311878
Mrs. Brenda Chavez,826 Alice Cliffs,Port Annamouth,35143,289.766.7703x610,"Nurse, mental health",1,35.23,1,0,Urban,1,Phone,Discount,0,1.6445746734327549
Caitlin Howell,128 Montgomery Mount Apt. 782,Corymouth,25898,468.523.8917x948,Diagnostic radiographer,4,63.22,1,0,Surburban,0,Web,Buy One Get One,0,1.267037365282301
Jared Meyer,6135 Jenny Port,Smithtown,98446,096-102-8477x9865,Chief Technology Officer,4,550.59,1,0,Surburban,1,Web,No Offer,0,1.074074324121364
Raymond Kramer,303 Reeves Plaza Apt. 758,West Williamview,25018,093-788-5348,Chief Operating Officer,6,232.94,1,0,Surburban,1,Multichannel,Discount,0,1.2408277749685144
James Buchanan,04833 Nichols View,Castanedaberg,77294,091-001-6101x480,Personnel officer,11,91.23,1,0,Urban,0,Web,Buy One Get One,0,0.8989977246920913
Robin Roman,4530 Thompson Extension,South Jasmine,64193,409.888.2066x6643,Seismic interpreter,2,571.53,1,0,Rural,1,Multichannel,Buy One Get One,0,1.4175588663183833
Jody Wright,847 Steele Burgs,Lake Markview,43827,718.436.6294,Geophysical data processor,1,169.31,0,1,Rural,1,Web,Buy One Get One,0,0.7249360632699613
Christina Brown,90209 Carol Coves,Ericfort,05175,(327)436-3693,Chartered certified accountant,10,205.88,1,0,Urban,0,Phone,No Offer,0,0.5665124943302495
Lindsay Gordon,7712 Campbell Manors,North Jeff,52119,868.711.8741x0589,Customer service manager,1,1281.48,1,0,Urban,1,Phone,Discount,0,1.799008817356706
Jeffrey Ferguson,833 George Stream,Hebertchester,29291,9156154992,Operations geologist,3,29.99,1,0,Urban,0,Web,No Offer,1,1.5713064015008786
Antonio Jackson,09508 Brittany Summit Suite 993,Larsonland,49879,162-836-1681x82943,Clinical molecular geneticist,3,542.16,1,0,Urban,1,Phone,Discount,1,2.2913984952098296
David Browning,2892 Amanda Light,Hamiltonborough,77414,(714)693-5677,Accounting technician,7,424.6,0,1,Surburban,1,Phone,Buy One Get One,0,1.4930409395764157
Erica Garcia,3408 Kyle Lakes,Thomasfurt,71053,462.667.2437,Government social research officer,6,507.25,0,1,Urban,1,Phone,Discount,0,1.1168368079625397
Brett Morrow,2005 Phillips Mountains,Meyerfort,60287,001-464-106-6475x5751,"Accountant, chartered",10,29.99,1,0,Rural,0,Web,Discount,0,1.037558179017502
Martin Rodriguez,312 Craig Locks,Jonathanville,70270,936.404.6591x53788,Astronomer,2,373.14,0,1,Urban,0,Multichannel,Buy One Get One,1,2.5957532520362108
Eric Cook,64283 Kimberly Mountain,Williamfort,10817,8300154165,"Scientist, product/process development",7,60.02,1,0,Surburban,1,Phone,Discount,0,0.9911492861941256
Daniel Palmer,7441 Schultz Mews Apt. 307,North Valerieburgh,16655,435.075.5632x050,Environmental health practitioner,1,68.5,0,1,Urban,0,Phone,No Offer,0,1.263343345997845
Jesse Jenkins,207 Ingram Ways,East Thomas,55410,001-950-834-6515,Academic librarian,11,37.45,0,1,Urban,0,Phone,No Offer,0,1.7240842665682983
William Jackson,4909 Nathan Roads Suite 572,Nashstad,69939,(721)677-8509x863,Clothing/textile technologist,2,38.34,1,0,Urban,0,Web,Buy One Get One,0,0.2325306774400715
Elizabeth Barnes,94097 Larry Extension Apt. 773,Christopherhaven,66682,024-977-3271,Chief Executive Officer,5,545.73,1,0,Surburban,1,Multichannel,Buy One Get One,0,1.0279225688731257
Brian Silva,83436 Suarez Oval Suite 290,West Eduardo,59811,(461)546-7219,"Pharmacist, community",4,70.39,0,1,Surburban,1,Web,No Offer,0,1.0048663745690527
William Griffin,5584 Franklin Lights,Wadestad,85330,(588)304-5828,Restaurant manager,6,98.8,0,1,Rural,1,Phone,Discount,1,2.0198921056775623
Amy Hunter,7272 Weber Well,Ruthbury,46101,6624381240,Licensed conveyancer,9,29.99,1,0,Urban,0,Web,Buy One Get One,0,0.6092499400130631
Ryan Olson,56503 Jones Points Apt. 566,Woodmouth,95472,197-364-6539,"Engineer, biomedical",5,556.5,0,1,Rural,1,Web,Discount,0,1.2572050925427316
Tammy Ellis,696 Jones Land Apt. 386,Davidchester,52763,+1-099-083-2288,"Designer, jewellery",4,29.99,1,0,Urban,0,Phone,Buy One Get One,0,0.17548042241915685
Michelle Davis,4420 Weber Crest Apt. 763,East Ashley,36393,119.438.0393x1340,Adult nurse,6,136.26,0,1,Rural,1,Web,No Offer,0,1.1710320682582687
Nicole Smith,9375 Patricia Knoll Apt. 522,Grossshire,96577,(417)022-0420x5402,Comptroller,2,936.63,1,0,Urban,1,Phone,Buy One Get One,0,1.459419838043111
Charles Short Jr.,330 Jacqueline Causeway Apt. 604,Jeffreyfort,19884,2534528974,"Loss adjuster, chartered",9,172.14,0,1,Urban,0,Phone,Discount,0,0.9115487837528207
Jessica Crawford,4717 Perkins Circles Suite 901,Hoodville,44390,+1-922-739-2545,Biomedical scientist,2,203.52,1,1,Urban,1,Multichannel,No Offer,1,1.8147783346341746
Mark Taylor,280 Alexander Shore,Robertfort,03994,2441277577,Teaching laboratory technician,1,422.81,0,1,Urban,0,Phone,Buy One Get One,1,2.3372621630600823
Shannon White,90424 Bautista Ports Suite 390,Vazquezmouth,00720,101.508.4460,Multimedia specialist,10,320.11,0,1,Rural,0,Web,No Offer,0,1.3188522432042489
Laura Howe,727 Patrick Gateway Suite 503,Lindaland,24328,242.284.2284x082,Chartered accountant,12,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,0.6651773681819609
Amber Moore,8989 Villanueva Mills,Lake Gary,99411,001-281-249-7192x63662,"Therapist, art",8,267.25,0,1,Surburban,0,Phone,Discount,0,1.8066212007971674
Jason Kelly,5434 Clark Trail,Wilsonton,20357,(102)328-1839x4296,"Development worker, community",11,164.9,0,1,Surburban,0,Phone,Buy One Get One,0,2.0339520813641583
Kelly Jackson,5213 Kimberly Divide Apt. 483,Davidton,13536,848.491.0257x4421,"Lecturer, further education",11,265.39,0,1,Surburban,0,Multichannel,Buy One Get One,0,0.5676817454221226
Jason Aguirre,06660 Patricia Glens,South Jennastad,28645,001-050-170-6219x0706,Purchasing manager,9,744.22,1,0,Rural,1,Web,No Offer,0,1.1425552639445538
Andrew Brooks,8494 Yolanda Lodge,Port Devin,98657,+1-030-418-3085x332,Press photographer,3,99.25,1,0,Surburban,1,Phone,No Offer,0,1.220111209692932
Donna Jordan,939 Traci Rest,Bradshawmouth,83398,001-560-178-8660x20693,Retail manager,5,62.49,1,0,Rural,0,Web,No Offer,0,1.149948373895939
Cathy Murray,2137 Tim Valleys Apt. 685,Ryanhaven,07691,3275825234,Forensic psychologist,4,72.66,0,1,Surburban,1,Phone,Discount,0,0.4512218964464677
Michael Brandt,096 Sanchez Mall,Alvinhaven,04473,8051658423,Operational researcher,10,333.65,0,1,Surburban,0,Web,No Offer,0,0.6742450895674577
Victoria Allen,23584 Karen Route,South Suzanne,59135,001-125-833-9661x65132,"Scientist, research (life sciences)",7,340.18,0,1,Urban,0,Phone,No Offer,0,0.5821081994817707
Frank Rivera,7906 Bradshaw Wells,West Steven,60520,045-161-1406x42919,Banker,4,300.58,0,1,Surburban,1,Web,Buy One Get One,0,0.8346184771975956
Erica Jordan,1013 Thomas Shore,Tiffanyland,23201,845-882-7938,Broadcast engineer,10,62.63,0,1,Surburban,1,Phone,Discount,0,1.1339639041968337
Mark Anderson,06512 Tina Hill Apt. 888,North Madison,76674,+1-716-636-9842,Paediatric nurse,10,357.28,0,1,Surburban,0,Web,Buy One Get One,0,1.4230437584189428
Robert Atkinson,09497 Dawn Lock Apt. 647,West Joshuatown,87392,+1-573-644-7868x47881,Computer games developer,5,283.55,1,0,Urban,1,Phone,No Offer,0,1.4226686324819002
Paul Bowers,7921 Andrew Parkways,Scottland,70690,(516)735-9365,"Psychologist, forensic",9,48.93,1,0,Rural,1,Phone,Buy One Get One,0,1.2351488301100995
Dwayne Wise,3239 Kayla Center Apt. 471,Erictown,87621,(545)526-3320,"Pilot, airline",9,54.34,1,0,Surburban,0,Phone,Discount,1,1.3639511377882862
Patrick Sherman,3648 Amanda Locks Suite 260,Conwaytown,49994,826-070-4320x80812,English as a second language teacher,5,247.82,1,0,Urban,0,Phone,Discount,0,1.869536153868456
Virginia Higgins,59314 Douglas Station,South Laceyport,78080,513-580-4453x09588,Armed forces technical officer,11,178.56,1,0,Urban,0,Phone,Discount,0,0.9680779867359742
Michael Robertson,377 Mary Springs Apt. 459,New Glenda,66881,125.846.4841x6189,Biomedical scientist,2,86.38,1,0,Urban,1,Web,Discount,0,0.3795194268498483
Rodney Jones,874 Valencia Flats,North Jimmyborough,68935,507-833-3741,Prison officer,7,233.4,1,1,Urban,0,Multichannel,No Offer,0,0.861677482364805
Amy Johnson,13041 Jordan Cliffs Apt. 587,Mariaside,62522,(266)401-4287x93521,Public relations officer,2,189.67,1,0,Rural,1,Web,Buy One Get One,0,1.5446629926274227
Francisco Long,381 Rebecca Extension,North Paigemouth,03731,700-992-2881x4690,"Engineer, water",1,1524.15,1,0,Rural,1,Web,No Offer,0,0.31673328486878827
Dennis Bird,809 Dennis Coves Apt. 563,South Jessicachester,86250,9060567626,Child psychotherapist,5,544.43,0,1,Urban,1,Web,Buy One Get One,0,1.2391403992661454
Thomas James,723 Melissa Wall,North Michaelfurt,48659,049-095-9532,"Doctor, general practice",8,60.69,1,0,Urban,1,Phone,Buy One Get One,0,0.6053956372164258
Hailey Montgomery,2478 Dean Bypass,Stacybury,95319,001-134-067-8598x72201,"Engineer, broadcasting (operations)",10,57.71,0,1,Surburban,0,Web,Discount,0,0.731195095038625
Kenneth Morton,66592 Timothy Circle Suite 392,Port Courtneyton,87581,(641)358-6260,"Programmer, multimedia",4,410.86,0,1,Urban,0,Web,No Offer,0,0.8938037158326462
Dr. Kelly Delacruz,2056 Savannah Fall Apt. 219,East Allisonfurt,85745,001-429-614-9338x9602,"Engineer, site",6,40.24,1,0,Surburban,1,Phone,Discount,0,1.3317383923560606
Russell Jones,828 Roberson Station Apt. 138,New Deborah,06756,(140)525-0868x9107,Science writer,9,535.17,0,1,Surburban,1,Web,Discount,0,0.7145660358232567
Tommy Santiago,5349 Arnold Light Suite 607,West Luke,65998,+1-668-980-2560,Interpreter,3,584.63,1,1,Surburban,1,Web,No Offer,0,0.7979758181489623
Edward Atkins,48673 Walton Road Suite 727,Port Monicaton,60200,001-872-663-0969,"Accountant, chartered management",1,29.99,1,0,Urban,1,Phone,Discount,0,1.1320287461301262
Julie Powell,197 Valerie Passage Apt. 706,Port Alexis,20669,+1-783-249-4028x0848,Water quality scientist,3,1570.59,1,1,Urban,1,Web,Buy One Get One,0,0.48874190918049765
Daniel Black,346 Hall Circle,West Nathanielfort,43678,001-717-146-4940x53983,Radio broadcast assistant,5,119.47,1,0,Surburban,0,Phone,No Offer,0,1.9248715938161882
Stacy Vance,8566 Perkins Pine Suite 790,North Martin,27795,871-438-5608,"Accountant, chartered public finance",7,68.86,0,1,Surburban,0,Phone,No Offer,0,0.918438631115049
Mallory Pruitt,526 Colleen Centers Suite 195,East Teresabury,12284,883-914-2290,Accounting technician,3,68.81,0,1,Urban,0,Phone,Discount,0,0.7459619566059466
Sabrina Oliver,6114 Campos Gardens,South Sarahstad,80277,237.556.8728x472,Estate manager/land agent,9,165.62,0,1,Urban,0,Web,No Offer,0,0.6970539938408722
Richard Torres,1379 Daniel Run,South Allen,69701,930-854-4688x9555,Structural engineer,1,686.08,1,1,Urban,1,Web,No Offer,0,1.2743333250067972
Emily Serrano,167 Monica Land,Howellport,85725,(662)729-5975,"Engineer, site",3,263.07,0,1,Surburban,0,Web,Buy One Get One,0,0.7344170910031519
Jennifer Hicks,7545 Ball Valleys Apt. 071,Thompsonstad,25011,001-213-681-0001x15007,Investment analyst,5,568.26,0,1,Surburban,1,Multichannel,Buy One Get One,0,0.08148175031191895
Mr. Nicholas Campbell,54223 Herrera Trail Apt. 034,New Justin,69787,497.578.6447x813,"Psychologist, occupational",7,145.89,0,1,Urban,0,Phone,No Offer,0,1.4763783427786519
Billy Barber,20516 Billy Estates Apt. 797,Dannychester,65249,+1-089-074-4764,Banker,2,190.4,0,1,Rural,1,Web,Buy One Get One,1,2.6154962805062394
Charles Chapman,1883 George Landing,Brandiberg,61347,744-897-3494x632,Music tutor,5,964.59,0,1,Surburban,1,Phone,No Offer,0,0.9010564586395581
Pamela Coffey,573 Turner Squares Suite 595,East Gloria,24483,404.490.0988x7781,Catering manager,10,158.55,0,1,Surburban,0,Phone,Buy One Get One,0,0.6260132263023075
David Smith,023 King Plains,Paulberg,88051,954-719-2842x9287,Immunologist,7,578.35,0,1,Surburban,1,Web,Discount,1,1.6370839415019922
Michael Cline,676 Griffin Crest,Jonesbury,38778,001-945-276-5972x44045,"Programme researcher, broadcasting/film/video",7,93.33,1,0,Urban,0,Web,No Offer,0,1.1612411823024902
Katie Martin,303 Barbara Mountains Suite 021,Sharonbury,37010,001-953-649-1738x43449,Music therapist,9,157.76,1,0,Urban,0,Phone,Buy One Get One,0,0.37052809937421316
Harry Malone,712 Clark Creek,Wilsonshire,13125,172.287.0354x55594,"Buyer, retail",2,762.0,1,0,Surburban,1,Web,Buy One Get One,0,0.48629174191826585
James Brock,458 Christy Islands Apt. 340,West David,09174,4434124522,Multimedia programmer,5,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,0.625230387885491
Dennis Black,710 Gloria Skyway Apt. 346,Port Amber,57489,328-104-5610,"Doctor, general practice",2,235.19,1,0,Urban,1,Multichannel,Buy One Get One,0,1.155128219974014
Alexander Palmer,902 Turner Causeway Suite 128,Lake Kelsey,40206,444-831-7862x830,Forensic psychologist,5,42.3,0,1,Urban,0,Phone,No Offer,0,0.1054866820982514
Brendan Mercer,9093 Lewis Islands Suite 099,New Lorraine,08640,(133)304-4109x590,Recycling officer,4,474.94,0,1,Urban,1,Web,Discount,0,1.437780928405147
Jonathan Marsh,9589 Moore Divide Suite 802,South Anitastad,94492,+1-222-957-9323x174,Media planner,7,291.88,1,0,Urban,0,Multichannel,No Offer,0,0.8675695122254969
Beverly Miller,4516 Howell Manors,North Alyssa,39148,669-028-6731,Learning mentor,3,80.51,1,0,Surburban,1,Web,Buy One Get One,0,1.3309472881585378
Lee Bass,04501 Nash Stream,Port Jenniferchester,74919,4287795717,"Geneticist, molecular",2,224.69,1,1,Urban,0,Web,Buy One Get One,0,1.539214311273231
Julie Strong,157 Rebecca River Apt. 536,East Jamestown,74360,163.447.1625,Exhibition designer,6,32.17,1,0,Urban,1,Phone,Discount,0,1.1063739562904915
Matthew Gay,07733 Stacey Brook Apt. 802,Port Tylerport,91609,141-427-5010x01691,"Therapist, nutritional",4,553.42,1,0,Rural,1,Web,Buy One Get One,1,1.8429059224958269
Jack Fuller,782 Peters Plaza,Scottburgh,79965,001-719-743-4487,Quarry manager,1,219.3,0,1,Surburban,0,Phone,Buy One Get One,0,0.8478462877302632
Nicole Poole,397 Steven Mountains,Davisville,09556,256.085.7289x50892,"Production assistant, television",1,200.26,1,0,Surburban,0,Multichannel,No Offer,0,0.9457008603691518
Jennifer Klein,256 Flores Circles,West Timothyton,02642,001-772-042-3041,Furniture conservator/restorer,8,1137.96,0,1,Surburban,1,Phone,Discount,0,1.0336389269621533
Michelle Morales,97700 Tracy Dale Apt. 388,Port Garrett,66390,001-582-422-4121x47896,"Teacher, primary school",8,29.99,0,1,Urban,1,Phone,Buy One Get One,0,1.090509118426502
Jamie Smith,9791 Kayla Squares Suite 221,Natalieborough,86413,+1-998-634-9082x1257,Civil Service administrator,9,51.53,1,0,Surburban,1,Phone,No Offer,0,0.830861810608608
James Estrada,448 Amy Ways,West Tracey,42659,287.586.0753,Market researcher,3,177.36,0,1,Surburban,1,Web,Discount,0,0.7941124343503464
John Duffy,91412 Jacqueline Ramp Apt. 927,South Jamie,45086,879-306-4489x5806,Civil Service fast streamer,9,34.75,1,0,Urban,1,Web,No Offer,0,1.267821400985164
Debbie Osborne,137 Craig Gardens,Lake Christopherton,12976,926.998.5013x68475,Patent examiner,8,402.84,1,0,Surburban,0,Phone,No Offer,0,0.841177346548902
Michael Turner,32742 Kathleen Mission Apt. 895,Barbarafort,43441,(987)802-4266,Professor Emeritus,1,276.21,1,0,Surburban,0,Phone,No Offer,0,0.5415973732213022
Angel Martinez,530 Prince Union Suite 289,Lindsayville,34609,996-385-1695,Air cabin crew,1,960.02,1,1,Rural,1,Web,No Offer,1,2.2354147413535173
Erica Harrison,853 Douglas Canyon Suite 512,West Joshua,56735,863-781-1939,Systems developer,1,100.92,0,1,Urban,1,Web,No Offer,0,1.3155021359219816
Brandi Cox,34228 Harris Shoal,Jackport,35816,149-288-0625x1696,Pension scheme manager,7,770.87,1,1,Urban,1,Phone,Buy One Get One,0,0.2648923615291876
Lee Bailey,77697 Whitney Tunnel Suite 315,East Amandatown,73210,+1-131-347-5332x111,"Lecturer, further education",7,63.95,1,0,Urban,1,Phone,Buy One Get One,0,1.016462884548931
Thomas Tucker,8639 Moran Vista Apt. 954,Leslieside,48045,+1-889-538-5652x98538,International aid/development worker,7,348.44,0,1,Surburban,1,Web,Discount,0,1.038009818707589
Christina Flores,29480 Ortiz Trail Apt. 639,Trevorshire,51563,562-870-7825x78539,"Journalist, broadcasting",11,29.99,0,1,Rural,0,Web,Discount,0,0.9206819764632672
Rodney Rodriguez,728 Jeffrey Keys,Lake Adrienne,15159,(154)789-8808,Art gallery manager,3,216.08,0,1,Urban,0,Phone,No Offer,0,0.8729553372439367
Carla Huff,017 Danielle Lock Apt. 071,Jonathanshire,84910,(914)834-1509x314,"Engineer, automotive",3,211.88,1,1,Surburban,0,Web,Buy One Get One,0,0.12524719928764505
Charles Carter,1939 Jennifer Vista Suite 008,Lake Robert,73115,001-155-391-7008,Corporate investment banker,9,129.46,1,0,Urban,1,Phone,Discount,0,1.064162408179887
George Torres,0364 Sean Parkways Apt. 058,South Maria,76717,+1-113-903-5503x12023,Tourism officer,11,189.23,1,0,Surburban,0,Web,Buy One Get One,0,1.5038915405354905
Luke Maddox,432 Contreras Land Apt. 570,West Cindyberg,72800,274-885-4687x692,English as a foreign language teacher,10,149.31,0,1,Rural,1,Phone,Buy One Get One,0,1.146092974842491
Troy Williams,392 Cheryl Crescent Apt. 481,New Debramouth,56911,883.640.1527,Control and instrumentation engineer,4,218.92,0,1,Surburban,0,Web,Discount,1,1.210176265044916
Lee Barrett,53263 Ward Walk Suite 957,New Wesley,21689,(210)886-6282x332,"Programmer, systems",3,109.34,0,1,Surburban,0,Phone,Discount,0,1.1646609237377343
Mark Armstrong,7113 Hill Light,Port Joshua,21599,(133)168-9654,Accounting technician,2,32.18,1,0,Surburban,1,Web,Discount,0,1.2847710014471816
Shawn Schneider,23489 Peterson Circle Apt. 291,Ashleymouth,68159,001-703-965-2219x806,Photographer,7,287.73,1,1,Urban,0,Web,No Offer,1,2.0825223644297433
Katherine Hicks,822 Martinez Causeway,Port Glen,34190,148.157.3598x0864,"Education officer, community",4,29.99,0,1,Urban,1,Phone,No Offer,0,1.348730991323409
Adam Rogers,3049 Dwayne Keys Suite 891,Morganstad,70056,715-567-9472,"Engineer, civil (consulting)",12,98.17,0,1,Surburban,1,Web,No Offer,0,1.509096116913058
Dr. Adam Solis,032 Erik Rapids Suite 160,South Brooke,78263,449-501-0237,Oncologist,3,297.33,0,1,Urban,0,Phone,Buy One Get One,0,1.0383984558765131
Susan Maddox,068 Webb Throughway Apt. 626,East Juanmouth,07550,+1-903-938-7202x12862,Youth worker,5,728.99,1,0,Urban,1,Web,Discount,0,0.9078820079812193
Dana Oconnell,211 Michelle Mission Apt. 575,Lake Rhondaborough,06171,+1-483-728-3976x4221,Structural engineer,9,483.16,1,1,Urban,0,Phone,Discount,1,2.777276052253896
Robert Hamilton,94010 Collins Avenue Apt. 359,West Jacob,65421,(059)794-6397x5511,Archaeologist,4,93.36,1,0,Surburban,1,Phone,No Offer,0,0.8426654268319878
Edwin Allen,70064 John Points Apt. 444,Stevenmouth,46251,001-998-666-0262x949,"Conservator, furniture",2,542.34,0,1,Urban,1,Phone,No Offer,0,1.1151116420023404
Todd Marshall,680 Jon Courts,East Amandaberg,63114,890.908.8398x6240,Financial controller,9,44.68,1,0,Urban,0,Phone,No Offer,0,0.3212628711511444
Carol Freeman,6383 Mclaughlin Stravenue Suite 275,Andrealand,17090,(814)941-5374x5308,"Research officer, trade union",6,265.61,0,1,Surburban,1,Multichannel,Buy One Get One,1,1.8842576607432613
Mary Cooke,367 Wells Islands Apt. 487,Lake Michael,04908,466.328.5273x570,Translator,4,184.47,1,0,Rural,0,Phone,Buy One Get One,0,1.2677455456242877
Adrian Huerta,71819 Kimberly Spurs Apt. 081,Susantown,34652,+1-697-525-8266,"Psychologist, forensic",8,69.67,1,0,Rural,1,Web,Buy One Get One,0,1.5462135138168809
Diana Nichols,43371 Burns Avenue,West Josephbury,31735,(823)145-0418,"Designer, exhibition/display",2,188.03,1,0,Urban,1,Phone,No Offer,0,1.4540056414676845
Stefanie Jensen,541 Richard Squares Suite 525,East Michael,56058,736-041-5254x729,Ophthalmologist,1,1873.15,0,1,Urban,1,Phone,Buy One Get One,0,0.9295450690393223
Alexandra Goodwin,8549 Morgan Hill Apt. 763,East Tonyamouth,27654,704.586.3452x526,Artist,1,132.46,1,0,Urban,0,Phone,No Offer,0,0.9791592136914791
Joshua Fowler,5055 Carrillo Meadow,Alexanderborough,11450,(105)634-7950,Fitness centre manager,8,167.05,0,1,Urban,0,Phone,No Offer,0,0.9133421330577263
Kimberly Johnson,5144 Perry Wall Apt. 239,Lake Kevin,31026,(494)916-3627x40371,"Lecturer, higher education",3,179.31,0,1,Urban,0,Web,No Offer,0,1.3301592238659372
April Wilson,42006 Elizabeth Cape,Melissaburgh,08814,001-374-445-7720,"Engineer, technical sales",1,101.99,0,1,Surburban,0,Web,Buy One Get One,1,1.3235882901058567
Roy Steele Jr.,115 Shelia Turnpike Suite 938,Tracyborough,18935,0345967767,Field trials officer,1,290.03,1,1,Urban,0,Web,No Offer,1,1.7126561391037687
Teresa Glover,0860 Mcclain Way,Charlesmouth,43101,001-079-261-2177,Orthoptist,1,89.59,0,1,Surburban,1,Web,Discount,0,1.2074210850422862
Erin Little MD,893 John Plain Apt. 071,North Tammy,12535,0024181691,"Scientist, research (maths)",4,29.99,0,1,Surburban,1,Web,Buy One Get One,0,1.2051805891856673
Michael Nelson,6577 Eddie Walk Apt. 871,Hamiltonfurt,11859,(350)979-2068,Neurosurgeon,2,851.45,1,1,Rural,1,Web,No Offer,1,2.534106203063714
William Price,62620 Meyer Stravenue Suite 880,South Matthewmouth,19172,5095052161,Chiropodist,1,248.43,1,0,Surburban,1,Phone,No Offer,0,1.3602049096867703
Chad Barnes,6555 Kathleen Villages,Ryanton,05004,411-554-4824x8533,Wellsite geologist,3,141.2,0,1,Surburban,1,Phone,No Offer,0,1.520115228727406
Daniel Ballard,6446 Randall Brooks,East Gabriel,86631,+1-838-510-8530x517,"Scientist, product/process development",9,69.9,1,0,Surburban,1,Web,Buy One Get One,0,1.1487069459204484
Victor Martinez,49673 Michael Rue Suite 518,Deborahshire,35011,7999079741,Community development worker,7,29.99,1,0,Urban,0,Web,No Offer,0,0.4215951331832355
Rebecca Herman,4816 Harris Curve Suite 599,Laurenburgh,69022,945.996.6482x14107,"Engineer, land",6,113.6,1,0,Surburban,1,Phone,No Offer,0,1.9515430175544903
Amanda Mullen,5518 Ashley Hollow,New Ann,20973,571.817.1567x1877,"Radiographer, therapeutic",10,29.99,0,1,Urban,0,Web,Buy One Get One,0,1.3847259074330338
Francisco Campbell,43713 Robert Keys Suite 451,West Michaelstad,64928,236-667-6122,Television/film/video producer,9,302.52,1,0,Urban,0,Phone,Discount,0,1.2970850647381356
Jerry Sanders,89275 Douglas Extension Apt. 458,Tammyville,87885,001-981-051-8607x4585,Chief Operating Officer,3,73.99,0,1,Surburban,0,Phone,No Offer,0,1.479864035500568
Jeffrey Espinoza,9113 Crane Skyway Suite 012,Stephanieview,66025,216.071.6548,Lobbyist,1,79.5,0,1,Surburban,0,Web,No Offer,0,1.004888511628801
Lisa Adams,924 Vang Ranch Suite 428,Matthewview,83475,(471)701-0487x5068,Architect,12,103.6,1,0,Rural,0,Phone,No Offer,0,1.1633000268071607
Sarah Smith,0819 Allen Circle,Lake Kristenville,49918,986-964-6403x0266,Rural practice surveyor,1,137.29,0,1,Urban,0,Phone,No Offer,0,1.4593872435560407
Martin Robinson,127 Miller Path,Shermanbury,77160,723.626.9835,Secondary school teacher,8,34.8,0,1,Surburban,1,Phone,Buy One Get One,0,1.1620391279855906
Gregory Williams,4414 Larry Glen,North Heatherburgh,93028,105.176.2809x80148,Chartered management accountant,6,114.74,1,0,Urban,0,Web,No Offer,1,1.8959256517435028
Michael Holmes,980 Raymond Roads,Joshuaview,33270,209.586.4667x9056,Warden/ranger,8,244.94,1,0,Surburban,0,Phone,Buy One Get One,0,0.8815717627392159
Rachel Anderson,5029 Richards Squares Apt. 060,West Ryanborough,09110,+1-409-121-0185x6854,"Education officer, museum",1,452.72,0,1,Rural,0,Web,Buy One Get One,0,-0.217582649121568
